,fork_slug,upstream_slug,created_at,updated_at,pushed_at,forks_count,forking_level
3322,tcjansen/astropy,astropy/astropy,2019-04-09T03:33:17Z,2019-09-01T11:47:17Z,2019-05-21T18:08:37Z,0.0,1.0
3323,zkurtz/astropy,astropy/astropy,2019-04-09T01:00:28Z,2019-10-22T01:39:49Z,2019-10-22T01:39:43Z,0.0,1.0
3324,fenilsuchak/astropy,astropy/astropy,2019-04-06T13:27:31Z,2019-04-06T13:27:38Z,2019-04-06T09:11:33Z,0.0,1.0
3325,Libardo1/astropy,astropy/astropy,2019-04-05T23:38:54Z,2019-04-05T23:39:01Z,2019-04-05T20:10:54Z,0.0,1.0
3326,algo-circle/astropy,astropy/astropy,2019-04-04T04:51:02Z,2019-10-26T10:55:02Z,2019-10-26T10:54:56Z,0.0,1.0
3327,cascragg/astropy,astropy/astropy,2019-04-03T21:12:32Z,2019-04-03T21:12:54Z,2019-04-03T15:19:49Z,0.0,1.0
3328,dyq0811/astropy,astropy/astropy,2019-04-03T12:04:24Z,2019-04-15T23:04:23Z,2019-04-15T23:04:19Z,0.0,1.0
3329,jotaylor/astropy,astropy/astropy,2019-04-02T18:54:09Z,2019-04-02T18:54:31Z,2019-04-02T17:45:26Z,0.0,1.0
3330,numfocus/astropy,astropy/astropy,2019-04-01T19:48:51Z,2019-04-01T19:49:13Z,2019-04-01T19:56:51Z,0.0,1.0
3331,rayssags/astropy,astropy/astropy,2019-03-29T20:03:27Z,2019-03-29T20:03:34Z,2019-03-29T19:51:14Z,0.0,1.0
3332,fabiocw16/astropy,astropy/astropy,2019-03-29T20:03:25Z,2019-03-29T20:03:32Z,2019-03-29T19:51:14Z,0.0,1.0
3333,eigenbrot/astropy,astropy/astropy,2019-03-29T16:03:52Z,2019-03-29T16:03:59Z,2020-03-19T17:14:30Z,0.0,1.0
3334,rvlobato/astropy,astropy/astropy,2019-03-28T19:40:43Z,2019-03-28T19:40:50Z,2019-03-28T18:12:47Z,0.0,1.0
3335,taranu/astropy,astropy/astropy,2019-03-26T20:15:28Z,2019-06-18T22:28:19Z,2019-06-18T22:27:06Z,0.0,1.0
3336,jsluyi/astropy,astropy/astropy,2019-03-24T04:13:34Z,2019-03-24T04:13:41Z,2019-03-24T01:53:36Z,0.0,1.0
3337,LEONOB2014/astropy,astropy/astropy,2019-03-24T00:57:41Z,2019-03-24T00:57:48Z,2019-03-23T19:17:17Z,0.0,1.0
3338,smitj23/astropy,astropy/astropy,2019-03-21T16:43:56Z,2019-03-21T16:44:06Z,2019-03-21T16:44:00Z,0.0,1.0
3339,lisamartin72/astropy,astropy/astropy,2019-03-20T03:51:41Z,2019-03-20T03:54:25Z,2019-03-20T03:54:23Z,0.0,1.0
3340,fardal/astropy,astropy/astropy,2019-03-19T22:27:34Z,2019-03-19T22:27:42Z,2019-09-24T10:35:40Z,0.0,1.0
3341,milindgupta/astropy,astropy/astropy,2019-03-19T17:47:12Z,2019-03-19T17:47:19Z,2019-03-19T11:56:14Z,0.0,1.0
3342,mommermi/astropy,astropy/astropy,2019-03-15T09:52:08Z,2022-02-08T10:56:53Z,2019-03-15T09:47:55Z,0.0,1.0
3343,disha012/astropy,astropy/astropy,2019-03-13T18:33:38Z,2019-03-13T18:33:45Z,2019-04-20T02:40:11Z,0.0,1.0
3344,kadrlica/astropy,astropy/astropy,2019-03-09T13:51:07Z,2019-03-09T13:51:29Z,2019-03-09T14:14:18Z,0.0,1.0
3345,Masquerade0097/astropy,astropy/astropy,2019-03-08T18:48:51Z,2019-03-08T18:48:58Z,2019-03-08T18:44:10Z,0.0,1.0
3346,geekypathak21/astropy,astropy/astropy,2019-03-06T23:04:10Z,2019-04-25T17:50:44Z,2019-10-29T07:07:04Z,0.0,1.0
3347,pscicluna/astropy,astropy/astropy,2019-03-06T11:21:13Z,2019-03-06T11:27:00Z,2019-03-06T12:06:38Z,0.0,1.0
3348,todun/astropy,astropy/astropy,2019-03-03T01:39:34Z,2019-03-03T01:39:41Z,2019-03-02T22:10:11Z,0.0,1.0
3349,fchapoton/astropy,astropy/astropy,2019-03-02T16:27:47Z,2019-03-02T16:27:54Z,2021-01-21T17:43:45Z,0.0,1.0
3350,lupitatovar/astropy,astropy/astropy,2019-03-01T23:06:19Z,2019-03-01T23:06:26Z,2019-03-01T21:20:38Z,0.0,1.0
3351,beeryt/astropy,astropy/astropy,2019-03-01T05:01:13Z,2019-03-20T16:31:19Z,2019-03-20T16:31:17Z,0.0,1.0
3352,nunorc/astropy,astropy/astropy,2019-02-27T10:49:41Z,2019-02-27T10:49:48Z,2019-02-27T01:11:11Z,0.0,1.0
3353,moon05/astropy,astropy/astropy,2019-02-26T07:21:32Z,2019-02-26T07:21:39Z,2019-03-02T03:52:17Z,0.0,1.0
3354,dodoextinct/astropy,astropy/astropy,2019-02-26T05:09:23Z,2019-02-26T05:09:30Z,2019-02-25T21:12:48Z,0.0,1.0
3355,aditya-tangirala/astropy,astropy/astropy,2019-02-23T00:53:00Z,2019-02-23T00:53:06Z,2019-02-22T21:57:28Z,0.0,1.0
3356,yashkmr99/astropy,astropy/astropy,2019-02-22T14:29:45Z,2020-04-28T15:15:41Z,2020-04-28T15:15:32Z,0.0,1.0
3357,chummels/astropy,astropy/astropy,2019-02-20T19:11:29Z,2019-02-20T19:11:36Z,2019-02-20T18:00:56Z,0.0,1.0
3358,sunn-e/astropy,astropy/astropy,2019-02-17T09:18:25Z,2019-02-17T09:18:32Z,2019-02-16T21:12:38Z,0.0,1.0
3359,jeffreysimpson/astropy,astropy/astropy,2019-02-16T02:56:00Z,2019-02-16T02:56:07Z,2019-02-15T23:16:00Z,0.0,1.0
3360,schanlar/astropy,astropy/astropy,2019-02-15T15:08:59Z,2019-02-15T15:09:06Z,2019-02-15T10:09:30Z,0.0,1.0
3361,kerwei/astropy,astropy/astropy,2019-02-14T12:36:49Z,2021-10-13T09:23:09Z,2021-10-13T09:22:59Z,0.0,1.0
3362,nksaunders/astropy,astropy/astropy,2019-02-13T19:14:52Z,2020-04-22T03:55:48Z,2020-04-22T03:55:42Z,0.0,1.0
3363,sbansal22/astropy,astropy/astropy,2019-02-12T00:16:14Z,2019-02-12T00:16:21Z,2019-02-11T22:37:08Z,0.0,1.0
3364,YannLuo/astropy,astropy/astropy,2019-02-06T00:53:44Z,2019-02-12T02:24:45Z,2019-02-12T02:24:42Z,0.0,1.0
3365,KING-SID/astropy,astropy/astropy,2019-02-05T13:35:56Z,2019-02-24T00:09:05Z,2019-02-25T14:19:36Z,0.0,1.0
3366,montanari/astropy,astropy/astropy,2019-01-31T09:25:15Z,2019-01-31T09:25:22Z,2019-02-07T15:21:16Z,0.0,1.0
3367,alulujasmine/astropy,astropy/astropy,2019-01-30T07:17:42Z,2019-03-27T09:46:13Z,2019-01-29T17:43:43Z,0.0,1.0
3368,PeterZs/astropy,astropy/astropy,2019-01-29T07:02:17Z,2019-01-29T07:02:24Z,2019-01-29T00:35:24Z,0.0,1.0
3369,devonhollowood/astropy,astropy/astropy,2019-01-29T05:24:40Z,2019-06-06T04:31:39Z,2019-06-06T15:48:02Z,0.0,1.0
3370,agarwalrounak/astropy,astropy/astropy,2019-01-25T09:53:58Z,2019-01-25T09:54:06Z,2019-01-25T07:33:09Z,0.0,1.0
3371,SG004/astropy,astropy/astropy,2019-01-24T04:04:34Z,2019-02-19T18:26:45Z,2019-04-15T22:10:19Z,0.0,1.0
3372,lglattly/astropy,astropy/astropy,2019-01-22T13:12:57Z,2019-01-22T13:13:03Z,2020-06-05T18:48:03Z,0.0,1.0
3373,niravasher/astropy,astropy/astropy,2019-01-19T19:20:03Z,2019-01-19T19:20:10Z,2019-01-18T22:09:01Z,0.0,1.0
3374,kinow/astropy,astropy/astropy,2019-01-19T09:21:32Z,2019-01-19T09:21:39Z,2019-01-18T22:09:01Z,0.0,1.0
3375,tux40/astropy,astropy/astropy,2019-01-18T07:05:33Z,2019-01-18T07:05:40Z,2019-01-18T03:38:32Z,0.0,1.0
3376,subagonsouth/astropy,astropy/astropy,2019-01-15T18:13:41Z,2019-02-26T19:39:09Z,2019-02-27T22:04:58Z,0.0,1.0
3377,hussainmahdi/astropy,astropy/astropy,2019-01-12T18:51:26Z,2019-01-12T18:51:33Z,2019-01-12T04:10:25Z,0.0,1.0
3378,uberstig/astropy,astropy/astropy,2019-01-12T16:35:36Z,2019-01-12T16:35:43Z,2019-01-12T04:10:25Z,0.0,1.0
3379,apoorvaeternity/astropy,astropy/astropy,2019-01-12T06:43:14Z,2019-01-12T06:43:21Z,2019-01-12T04:10:25Z,0.0,1.0
3380,destrys/astropy,astropy/astropy,2019-01-11T02:58:13Z,2019-01-11T02:58:21Z,2019-01-10T23:49:53Z,0.0,1.0
3381,rajibmitra/astropy,astropy/astropy,2019-01-10T15:09:30Z,2019-01-10T15:09:36Z,2019-01-10T14:43:58Z,0.0,1.0
3382,mattkwiecien/astropy,astropy/astropy,2019-01-05T21:51:06Z,2019-01-05T21:51:13Z,2019-01-04T21:14:37Z,0.0,1.0
3383,javier-iaa/astropy,astropy/astropy,2019-01-02T03:26:40Z,2019-01-02T03:26:47Z,2019-03-07T11:36:00Z,0.0,1.0
3384,BVFernandesFEUP/astropy,astropy/astropy,2018-12-24T15:21:57Z,2018-12-24T15:22:04Z,2018-12-24T14:25:32Z,0.0,1.0
3385,Anjanna/astropy,astropy/astropy,2018-12-23T16:09:21Z,2018-12-23T16:09:28Z,2018-12-21T21:55:23Z,0.0,1.0
3386,nozhanb/astropy,astropy/astropy,2018-12-14T11:54:59Z,2019-10-01T13:34:13Z,2018-12-14T10:40:17Z,0.0,1.0
3387,astrobenji/astropy,astropy/astropy,2018-12-13T00:42:36Z,2018-12-13T00:42:42Z,2018-12-13T00:43:17Z,0.0,1.0
3388,artsiom-svm/astropy,astropy/astropy,2018-12-11T00:32:02Z,2018-12-11T00:32:09Z,2018-12-13T20:05:44Z,0.0,1.0
3389,b1quint/astropy,astropy/astropy,2018-12-07T21:23:36Z,2018-12-07T21:23:42Z,2018-12-07T21:53:04Z,0.0,1.0
3390,KathleenLabrie/astropy,astropy/astropy,2018-12-06T14:41:58Z,2018-12-06T14:42:05Z,2018-12-06T15:56:56Z,0.0,1.0
3391,xiaomi1122/astropy,astropy/astropy,2018-12-04T12:01:29Z,2018-12-06T01:11:41Z,2018-12-06T01:11:36Z,0.0,1.0
3392,anishyaH/astropy,astropy/astropy,2018-12-03T00:59:51Z,2018-12-03T00:59:57Z,2018-12-03T00:36:02Z,0.0,1.0
3393,feitianyiren/astropy,astropy/astropy,2018-12-01T14:15:18Z,2018-12-01T14:15:25Z,2018-11-30T23:01:15Z,0.0,1.0
3394,hardeepkang/astropy,astropy/astropy,2018-12-01T10:11:46Z,2018-12-01T10:11:53Z,2018-11-30T23:01:15Z,0.0,1.0
3395,tchamberlin/astropy,astropy/astropy,2018-11-28T17:35:33Z,2018-11-28T17:35:40Z,2018-11-28T06:42:16Z,0.0,1.0
3396,nzuckman/astropy,astropy/astropy,2018-11-27T07:43:40Z,2018-11-27T07:43:46Z,2018-12-04T16:50:03Z,0.0,1.0
3397,dimancheite/astropy,astropy/astropy,2018-11-26T04:04:55Z,2018-11-26T04:05:01Z,2018-11-25T21:29:53Z,0.0,1.0
3398,iordan93/astropy,astropy/astropy,2018-11-24T14:42:17Z,2020-08-03T09:32:16Z,2018-11-24T08:48:05Z,0.0,1.0
3399,mluttikh/astropy,astropy/astropy,2018-11-11T11:05:20Z,2018-11-11T11:05:27Z,2018-11-10T22:54:30Z,0.0,1.0
3400,PrabhaniR/astropy,astropy/astropy,2018-11-10T20:46:00Z,2018-11-10T20:46:07Z,2018-11-10T19:56:06Z,0.0,1.0
3401,ycopin/astropy,astropy/astropy,2018-11-10T15:08:02Z,2018-11-10T15:08:09Z,2019-10-04T09:14:07Z,0.0,1.0
3402,SriSivaC/astropy,astropy/astropy,2018-11-03T08:32:02Z,2018-11-03T08:32:08Z,2018-11-02T22:44:21Z,0.0,1.0
3403,tpanthera/astropy,astropy/astropy,2018-11-03T06:56:42Z,2018-11-03T06:56:49Z,2018-11-02T22:44:21Z,0.0,1.0
3404,peladillopillo/astropy,astropy/astropy,2018-10-30T14:40:24Z,2018-10-30T14:42:05Z,2018-10-30T14:42:02Z,0.0,1.0
3405,ankit2001/astropy,astropy/astropy,2018-10-30T13:26:33Z,2018-10-30T13:34:10Z,2018-10-30T13:34:07Z,0.0,1.0
3406,pulkit6559/astropy,astropy/astropy,2018-10-29T17:30:01Z,2018-10-29T17:30:09Z,2018-10-29T17:06:02Z,0.0,1.0
3407,vamshi0997/astropy,astropy/astropy,2018-10-28T05:33:42Z,2018-10-28T05:33:49Z,2018-10-28T05:16:44Z,0.0,1.0
3408,stefanwaterval/astropy,astropy/astropy,2018-10-26T17:46:10Z,2018-10-26T17:46:16Z,2018-10-26T17:39:39Z,0.0,1.0
3409,jrcole2884/astropy,astropy/astropy,2018-10-26T13:19:40Z,2018-10-26T13:24:34Z,2018-10-26T13:24:32Z,0.0,1.0
3410,shilpi1958/astropy,astropy/astropy,2018-10-26T10:31:16Z,2019-01-16T13:07:06Z,2019-04-19T16:44:15Z,0.0,1.0
3411,titodalcanton/astropy,astropy/astropy,2018-10-25T23:45:00Z,2018-10-25T23:45:06Z,2018-11-07T01:44:43Z,0.0,1.0
3412,jairideout/astropy,astropy/astropy,2018-10-25T22:51:20Z,2018-10-25T22:51:26Z,2018-10-26T17:12:46Z,0.0,1.0
3413,rayandas/astropy,astropy/astropy,2018-10-25T20:11:07Z,2018-10-25T20:11:14Z,2018-10-25T20:04:59Z,0.0,1.0
3414,GajanandSaini/astropy,astropy/astropy,2018-10-25T14:09:25Z,2018-10-25T14:09:32Z,2018-10-25T14:25:38Z,0.0,1.0
3415,tahermakda72/astropy,astropy/astropy,2018-10-25T12:56:40Z,2018-10-25T12:56:47Z,2018-10-25T11:17:45Z,0.0,1.0
3416,VictorMazilu/astropy,astropy/astropy,2018-10-24T12:23:56Z,2018-10-24T12:24:03Z,2018-10-24T11:16:55Z,0.0,1.0
3417,lrm25/astropy,astropy/astropy,2018-10-23T20:37:10Z,2018-10-23T20:37:16Z,2018-10-23T20:25:28Z,0.0,1.0
3418,ambelis2/astropy,astropy/astropy,2018-10-22T02:43:18Z,2018-10-22T02:43:34Z,2018-10-21T17:33:36Z,0.0,1.0
3419,jsabby/astropy,astropy/astropy,2018-10-20T20:40:32Z,2018-10-25T18:12:03Z,2018-10-20T14:15:50Z,0.0,1.0
3420,Collicottir/astropy,astropy/astropy,2018-10-20T19:06:36Z,2018-10-20T19:06:43Z,2018-10-20T14:15:50Z,0.0,1.0
3421,majakubo/astropy,astropy/astropy,2018-10-20T16:53:55Z,2018-10-20T16:54:02Z,2018-10-20T14:15:50Z,0.0,1.0
3422,legitfox17/astropy,astropy/astropy,2018-10-20T09:38:30Z,2018-10-20T09:38:37Z,2018-10-20T08:27:40Z,0.0,1.0
3423,srishilesh/astropy,astropy/astropy,2018-10-20T04:43:28Z,2018-10-20T04:43:34Z,2018-10-20T01:53:13Z,0.0,1.0
3424,KeEshe/astropy,astropy/astropy,2018-10-19T16:01:13Z,2018-10-19T16:01:20Z,2018-10-19T15:24:29Z,0.0,1.0
3425,jpssasadara/astropy,astropy/astropy,2018-10-19T14:46:23Z,2018-10-19T14:46:29Z,2018-10-19T14:18:54Z,0.0,1.0
3426,ansalm/astropy,astropy/astropy,2018-10-19T11:01:42Z,2018-10-19T11:04:15Z,2018-10-19T11:04:13Z,0.0,1.0
3427,aruncse01/astropy,astropy/astropy,2018-10-19T00:54:29Z,2018-10-19T00:54:35Z,2018-10-19T00:43:19Z,0.0,1.0
3428,Adityashar/astropy,astropy/astropy,2018-10-17T04:43:25Z,2018-10-17T04:44:59Z,2018-10-17T04:44:57Z,0.0,1.0
3429,Reliccode/astropy,astropy/astropy,2018-10-15T08:54:13Z,2018-10-15T08:54:20Z,2018-10-14T22:34:01Z,0.0,1.0
3430,indobits/astropy,astropy/astropy,2018-10-13T18:58:47Z,2018-10-13T18:58:52Z,2018-10-13T07:36:14Z,0.0,1.0
3431,LucianaMarques/astropy,astropy/astropy,2018-10-13T18:13:10Z,2018-10-13T18:13:16Z,2018-10-13T07:36:14Z,0.0,1.0
3432,gitgirish2/astropy,astropy/astropy,2018-10-13T15:10:57Z,2018-10-13T15:11:03Z,2018-10-13T07:36:14Z,0.0,1.0
3433,asifmallik/astropy,astropy/astropy,2018-10-12T18:06:48Z,2018-10-12T18:06:55Z,2018-10-12T17:05:42Z,0.0,1.0
3434,HuiboZhou/astropy,astropy/astropy,2018-10-12T14:29:59Z,2018-10-12T14:30:06Z,2018-10-12T00:57:38Z,0.0,1.0
3435,indylec/astropy,astropy/astropy,2018-10-12T13:40:14Z,2018-10-12T13:40:20Z,2018-10-12T00:57:38Z,0.0,1.0
3436,ArtemisDe/astropy,astropy/astropy,2018-10-11T14:25:41Z,2018-10-11T14:25:48Z,2018-10-11T14:05:58Z,0.0,1.0
3437,manasbedmutha98/astropy,astropy/astropy,2018-10-11T12:21:23Z,2018-10-11T19:29:20Z,2018-10-11T19:29:17Z,0.0,1.0
3438,tranvancanh9/astropy,astropy/astropy,2018-10-11T09:36:42Z,2018-10-11T09:36:49Z,2018-10-11T08:55:33Z,0.0,1.0
3439,Angelfirenze01/astropy,astropy/astropy,2018-10-11T03:01:23Z,2018-10-11T03:01:30Z,2018-10-10T22:58:16Z,0.0,1.0
3440,fasinha/astropy,astropy/astropy,2018-10-10T16:59:18Z,2018-10-10T16:59:24Z,2018-10-10T15:13:37Z,0.0,1.0
3441,nyu-hfoss-project/astropy,astropy/astropy,2018-10-10T16:56:21Z,2018-10-10T16:56:27Z,2018-10-10T15:13:37Z,0.0,1.0
3442,owura82/astropy,astropy/astropy,2018-10-10T16:41:41Z,2018-10-10T16:41:48Z,2018-10-10T15:13:37Z,0.0,1.0
3443,dasdachs/astropy,astropy/astropy,2018-10-10T08:31:21Z,2019-01-27T01:26:43Z,2019-01-28T08:10:46Z,0.0,1.0
3444,irfan73566/astropy,astropy/astropy,2018-10-10T04:07:39Z,2018-10-10T04:12:58Z,2018-10-10T04:12:55Z,0.0,1.0
3445,WaGjUb/astropy,astropy/astropy,2018-10-08T13:46:02Z,2018-10-08T13:46:08Z,2018-10-07T09:54:43Z,0.0,1.0
3446,erenay/astropy,astropy/astropy,2018-10-06T11:05:13Z,2018-10-06T11:05:20Z,2018-10-05T19:00:45Z,0.0,1.0
3447,PriyankaH21/astropy,astropy/astropy,2018-10-04T23:26:36Z,2018-10-05T02:50:03Z,2018-10-05T02:50:24Z,0.0,1.0
3448,timj/astropy,astropy/astropy,2018-10-03T16:25:06Z,2021-03-18T21:56:31Z,2021-04-28T20:54:32Z,0.0,1.0
3449,jburke-cadc/astropy,astropy/astropy,2018-10-01T15:42:06Z,2018-10-01T15:42:13Z,2018-10-01T01:18:06Z,0.0,1.0
3450,cantyousee/astropy,astropy/astropy,2018-10-01T14:40:50Z,2018-10-01T14:40:57Z,2018-10-01T01:18:06Z,0.0,1.0
3451,kevinkuns/astropy,astropy/astropy,2018-09-28T23:20:27Z,2018-09-28T23:20:33Z,2018-09-28T23:04:41Z,0.0,1.0
3452,stephenportillo/astropy,astropy/astropy,2018-09-28T20:26:37Z,2018-09-28T20:26:43Z,2018-10-02T20:44:58Z,0.0,1.0
3453,cshanahan1/astropy,astropy/astropy,2018-09-28T19:37:12Z,2020-09-21T14:01:36Z,2022-01-06T04:21:53Z,0.0,1.0
3454,janerigby/astropy,astropy/astropy,2018-09-26T20:57:33Z,2018-09-26T20:57:39Z,2021-01-14T22:33:00Z,0.0,1.0
3455,souravghosh97/astropy,astropy/astropy,2018-09-17T08:03:59Z,2018-09-20T11:18:37Z,2018-10-07T09:49:17Z,0.0,1.0
3456,virendrasng/astropy,astropy/astropy,2018-09-06T07:24:31Z,2018-09-06T07:24:38Z,2018-09-05T20:57:30Z,0.0,1.0
3457,jeffyancey/astropy,astropy/astropy,2018-08-31T03:00:13Z,2018-08-31T03:00:20Z,2018-08-30T18:41:51Z,0.0,1.0
3458,mmah0021/astropy,astropy/astropy,2018-08-26T10:20:22Z,2018-08-26T10:20:28Z,2018-08-25T00:38:32Z,0.0,1.0
3459,StanczakDominik/astropy,astropy/astropy,2018-08-22T19:56:29Z,2018-08-22T19:56:36Z,2018-08-22T19:57:27Z,0.0,1.0
3460,AlanRyanCecil/astropy,astropy/astropy,2018-08-20T23:53:36Z,2018-08-20T23:53:42Z,2018-08-20T22:16:45Z,0.0,1.0
3461,RebecaMelo/astropy,astropy/astropy,2018-08-20T23:51:03Z,2018-10-08T14:39:56Z,2018-10-08T14:43:43Z,0.0,1.0
3462,CurbYourStrangeness/astropy,astropy/astropy,2018-08-20T02:32:59Z,2018-08-20T02:33:05Z,2018-08-17T17:14:13Z,0.0,1.0
3463,arun99481/astropy,astropy/astropy,2018-08-17T09:14:21Z,2018-08-17T09:14:28Z,2018-08-16T13:40:50Z,0.0,1.0
3464,uprit/astropy,astropy/astropy,2018-08-15T12:10:38Z,2018-08-15T12:10:46Z,2018-08-15T05:22:47Z,0.0,1.0
3465,jonjnegroguinea/astropy,astropy/astropy,2018-08-15T01:45:41Z,2019-03-08T22:03:12Z,2019-03-08T22:03:09Z,0.0,1.0
3466,anaposses/astropy,astropy/astropy,2018-08-14T23:33:49Z,2018-08-14T23:33:54Z,2018-09-02T15:19:42Z,0.0,1.0
3467,robelgeda/astropy,astropy/astropy,2018-08-14T22:21:55Z,2020-03-24T16:00:33Z,2022-03-17T06:25:54Z,0.0,1.0
3468,cclauss/astropy,astropy/astropy,2018-08-12T11:08:31Z,2018-08-12T11:08:38Z,2018-10-27T02:59:18Z,0.0,1.0
3469,Chengxiang119/astropy,astropy/astropy,2018-08-12T02:25:26Z,2018-08-12T02:25:32Z,2018-08-12T02:07:32Z,0.0,1.0
3470,Pyaesonephyoe/astropy,astropy/astropy,2018-08-11T14:48:50Z,2018-08-11T14:48:56Z,2018-08-11T10:11:37Z,0.0,1.0
3471,rgcl/astropy,astropy/astropy,2018-08-10T03:16:09Z,2018-08-10T03:16:15Z,2018-08-09T22:39:38Z,0.0,1.0
3472,abdulhasibuddin/astropy,astropy/astropy,2018-08-07T18:50:57Z,2018-08-07T18:51:03Z,2018-08-07T15:04:07Z,0.0,1.0
3473,Kushallodha/astropy,astropy/astropy,2018-07-30T13:46:18Z,2018-07-30T13:46:24Z,2018-07-29T15:28:00Z,0.0,1.0
3474,Cyril-CC/astropy,astropy/astropy,2018-07-30T03:06:02Z,2018-07-30T03:06:09Z,2018-07-29T15:28:00Z,0.0,1.0
3475,omendezmorales/astropy,astropy/astropy,2018-07-15T00:42:49Z,2018-07-15T00:42:56Z,2018-07-14T10:45:11Z,0.0,1.0
3476,findesgh/astropy,astropy/astropy,2018-07-14T11:36:56Z,2018-07-14T11:37:03Z,2018-07-15T16:54:48Z,0.0,1.0
3477,sashank27/astropy,astropy/astropy,2018-07-14T10:37:02Z,2020-05-03T16:15:56Z,2021-04-03T05:21:28Z,0.0,1.0
3478,SolarDrew/astropy,astropy/astropy,2018-07-07T11:27:08Z,2019-12-05T14:26:18Z,2019-12-05T14:25:51Z,0.0,1.0
3479,besu5739/astropy,astropy/astropy,2018-07-05T18:57:40Z,2018-07-05T18:57:47Z,2018-07-05T17:56:56Z,0.0,1.0
3480,akahard2dj/astropy,astropy/astropy,2018-07-02T02:05:00Z,2018-07-02T02:05:06Z,2018-07-01T19:08:38Z,0.0,1.0
3481,TopicoseScience/astropy,astropy/astropy,2018-06-27T13:08:48Z,2018-06-27T13:08:54Z,2018-06-26T20:34:56Z,0.0,1.0
3482,Nicolopes/astropy,astropy/astropy,2018-06-27T13:05:38Z,2018-06-27T13:05:44Z,2018-07-18T14:02:04Z,0.0,1.0
3483,MatthewJA/astropy,astropy/astropy,2018-06-27T01:47:14Z,2018-06-27T01:47:20Z,2018-06-26T20:34:56Z,0.0,1.0
3484,jacobseiler/astropy,astropy/astropy,2018-06-26T11:15:16Z,2018-06-26T11:15:23Z,2018-06-25T16:54:01Z,0.0,1.0
3485,jerryjiahaha/astropy,astropy/astropy,2018-06-25T08:50:31Z,2018-06-25T08:50:38Z,2018-06-24T17:09:10Z,0.0,1.0
3486,AstronomyHelper/astropy-1,astropy/astropy,2018-06-22T18:07:08Z,2018-06-22T18:07:14Z,2018-06-22T17:11:44Z,0.0,1.0
3487,jaytmiller/astropy,astropy/astropy,2018-06-22T14:57:34Z,2018-06-22T14:57:40Z,2018-06-22T13:38:23Z,0.0,1.0
3488,stellarirk/astropy,astropy/astropy,2018-06-18T21:06:15Z,2018-06-18T21:06:21Z,2018-06-18T21:01:18Z,0.0,1.0
3489,General-Sax/astropy,astropy/astropy,2018-06-15T17:37:37Z,2018-06-15T17:37:43Z,2018-06-15T14:10:35Z,0.0,1.0
3490,felixonmars/astropy,astropy/astropy,2018-06-14T07:06:29Z,2018-06-14T07:06:35Z,2018-06-14T07:06:53Z,0.0,1.0
3491,bbw7561135/astropy,astropy/astropy,2018-06-13T03:02:30Z,2018-06-13T03:02:36Z,2018-06-13T00:12:24Z,0.0,1.0
3492,happy-forks/astropy,astropy/astropy,2018-06-06T17:39:42Z,2018-06-06T17:39:48Z,2018-06-06T17:37:29Z,0.0,1.0
3493,Mikea1985/astropy,astropy/astropy,2018-06-06T03:14:42Z,2018-06-07T01:28:58Z,2018-06-07T01:28:55Z,0.0,1.0
3494,hover2pi/astropy,astropy/astropy,2018-05-31T13:26:26Z,2018-05-31T13:26:32Z,2018-05-30T22:12:10Z,0.0,1.0
3495,fherwig/astropy,astropy/astropy,2018-05-31T03:45:13Z,2018-05-31T03:45:19Z,2018-05-30T22:12:10Z,0.0,1.0
3496,pedrobeirao/astropy,astropy/astropy,2018-05-28T20:10:36Z,2018-05-28T20:10:42Z,2018-05-28T14:26:13Z,0.0,1.0
3497,swincas/astropy,astropy/astropy,2018-05-18T06:42:04Z,2022-07-06T23:12:59Z,2018-05-17T19:48:10Z,0.0,1.0
3498,HelloPoogle/astropy,astropy/astropy,2018-05-17T13:07:49Z,2018-05-17T13:07:55Z,2018-05-16T23:48:44Z,0.0,1.0
3499,xuejcak/astropy,astropy/astropy,2018-05-16T21:01:00Z,2018-05-16T21:01:05Z,2018-05-16T21:03:34Z,0.0,1.0
3500,jvntra/astropy,astropy/astropy,2018-05-16T18:53:09Z,2019-06-20T01:22:50Z,2019-06-20T01:22:44Z,0.0,1.0
3501,mlarichardson/astropy,astropy/astropy,2018-05-16T18:42:49Z,2018-05-16T18:42:56Z,2018-05-16T16:23:46Z,0.0,1.0
3502,aidantmcb/astropy,astropy/astropy,2018-05-09T06:55:28Z,2018-05-09T06:55:34Z,2018-05-08T20:06:21Z,0.0,1.0
3503,tepickering/astropy,astropy/astropy,2018-05-08T01:38:11Z,2019-07-29T13:34:50Z,2022-05-06T20:46:26Z,0.0,1.0
3504,astro3D/astropy,astropy/astropy,2018-05-04T15:44:46Z,2018-05-04T18:09:49Z,2018-05-04T16:00:14Z,0.0,1.0
3505,lfulmer/astropy,astropy/astropy,2018-05-03T20:05:08Z,2018-05-10T20:47:51Z,2018-05-11T13:48:26Z,0.0,1.0
3506,eblur/astropy,astropy/astropy,2018-05-03T19:53:52Z,2019-08-04T16:21:26Z,2019-08-07T15:44:48Z,0.0,1.0
3507,basswinkels/astropy,astropy/astropy,2018-05-03T18:50:57Z,2018-05-03T18:51:04Z,2018-05-03T18:42:35Z,0.0,1.0
3508,duckrojo/astropy,astropy/astropy,2018-05-03T15:49:23Z,2021-08-26T19:49:50Z,2021-08-26T19:49:42Z,0.0,1.0
